pmid	doi	year	oa	pmcid	title
26325022	10.1016/j.bbagrm.2015.08.009	2016	N		The ins and outs of lncRNA structure: How, why and what comes next?
27774307	10.1093/ve/vew024	2016	Y	PMC5072459	Mapping the genomic diversity of HCV subtypes 1a and 1b: Implications of structural and immunological constraints for vaccine and 
27820939	10.1159/000450853	2017	N	PMC5330934	Protease-Activated Receptor 1 Enhances Poly I:C Induction of the Antiviral Response in Macrophages and Mice.
26585389	10.1016/j.molcel.2015.10.003	2015	N		Retrotransposition and Crystal Structure of an Alu RNP in the Ribosome-Stalling Conformation.
26404146	10.1007/978-1-4939-2877-4_7	2015	N		Probing of Nascent Riboswitch Transcripts.
26871258	10.1002/jobm.201500707	2016	N		Studying the features of 57 confirmed CRISPR loci in 29 strains of Escherichia coli.
26565032	10.1074/jbc.m115.697524	2016	N	PMC4705377	In Vitro Characterization of the Type I Toxin-Antitoxin System bsrE/SR5 from Bacillus subtilis.
27777026	10.1016/j.ymeth.2016.10.008	2017	N	PMC5253320	Analysis of RNA structure using small-angle X-ray scattering.
27665602	10.1007/978-1-4939-6433-8_14	2016	N		RNA 3D Structure Modeling by Combination of Template-Based Method ModeRNA, Template-Free Folding with SimRNA, and Refinement with 
25775547	10.1073/pnas.1416266112	2015	N	PMC4378395	Functionally conserved architecture of hepatitis C virus RNA genomes.
26987314	10.1186/s12977-016-0245-1	2016	Y	PMC4794849	The matrix domain contributes to the nucleic acid chaperone activity of HIV-2 Gag.
25861762	10.1016/j.jmb.2015.03.022	2015	N	PMC4433818	Structural Variations and Solvent Structure of r(UGGGGU) Quadruplexes Stabilized by Sr(2+) Ions.
26822487	10.1016/j.tibs.2015.12.009	2016	N	PMC4911296	A Two-Way Street: Regulatory Interplay between RNA Polymerase and Nascent RNA Structure.
26740632	10.1074/jbc.m115.711499	2016	N	PMC4777866	RNA Helicase Associated with AU-rich Element (RHAU/DHX36) Interacts with the 3'-Tail of the Long Non-coding RNA BC200 (BCYRN1).
26150892	10.1186/s13015-015-0051-7	2015	Y	PMC4491898	Pareto optimization in algebraic dynamic programming.
28483920	10.1074/jbc.m117.787176	2017	N	PMC5512062	Cobalamin riboswitches exhibit a broad range of ability to discriminate between methylcobalamin and adenosylcobalamin.
25662021	10.1016/j.virusres.2015.01.023	2015	N		3'UTRs of carmoviruses.
29020920	10.1186/s12886-017-0573-5	2017	Y	PMC5637324	First identification of Gordonia sputi in a post-traumatic endophthalmitis patient - a case report and literatures review.
28683312	10.1016/j.celrep.2017.06.035	2017	N		An Ancient Pseudoknot in TNF-α Pre-mRNA Activates PKR, Inducing eIF2α Phosphorylation that Potently Enhances Splicing.
28314689	10.1016/s1470-2045(17)30155-9	2017	N		DNA methylation-based classification and grading system for meningioma: a multicentre, retrospective analysis.
25759098	10.1016/j.virol.2015.02.032	2015	N		Cis-acting RNA elements in positive-strand RNA plant virus genomes.
27659052	10.1261/rna.058909.116	2016	Y	PMC5066627	An intermolecular G-quadruplex as the basis for GTP recognition in the class V-GTP aptamer.
26399159	10.1080/15476286.2015.1094599	2015	Y	PMC4829329	New hypotheses derived from the structure of a flaviviral Xrn1-resistant RNA: Conservation, folding, and host adaptation.
27665590	10.1007/978-1-4939-6433-8_2	2016	N		Secondary Structure Prediction of Single Sequences Using RNAstructure.
25726469	10.1016/bs.mie.2014.10.057	2015	N		Computational methods for prediction of RNA interactions with metal ions and small organic ligands.
29019056	10.1007/s12035-017-0775-0	2018	Y	PMC5994219	Physical Exercise Modulates L-DOPA-Regulated Molecular Pathways in the MPTP Mouse Model of Parkinson's Disease.
26773003	10.1101/gad.272187.115	2016	Y	PMC4719309	Rapid evolutionary turnover underlies conserved lncRNA-genome interactions.
26141677	10.1016/j.compbiolchem.2015.06.005	2015	N	PMC4604023	Computational prediction and biochemical characterization of novel RNA aptamers to Rift Valley fever virus nucleocapsid protein.
25682435	10.1016/j.virol.2015.01.019	2015	Y	PMC4424151	Innate immune restriction and antagonism of viral RNA lacking 2׳-O methylation.
25922372	10.1093/bib/bbv026	2016	N		Toward a next-generation atlas of RNA secondary structure.
26510564	10.1038/ncomms9732	2015	Y	PMC4640092	Dilp8 requires the neuronal relaxin receptor Lgr3 to couple growth to developmental timing.
25617758	10.1016/j.virusres.2015.01.012	2015	N		Picornavirus IRES elements: RNA structure and host protein interactions.
27145354	10.1111/mpp.12422	2017	N	PMC6638222	Analysis of the interacting partners eIF4F and 3'-CITE required for Melon necrotic spot virus cap-independent translation.
26221047	10.1261/rna.052472.115	2015	Y	PMC4574751	Detection of RNA nucleoside modifications with the uridine-specific ribonuclease MC1 from Momordica charantia.
26116541	10.1016/j.ymeth.2015.06.015	2015	N	PMC4684774	In silico discovery and modeling of non-coding RNA structure in viruses.
26620599	10.1002/jmr.2518	2016	N		Cooperative dimerization of a stably folded protein directed by a flexible RNA in the assembly of the HIV Rev dimer-RRE stem II co
26280468	10.1016/j.virol.2015.05.008	2015	N		The role of vaccinia termination factor and cis-acting elements in vaccinia virus early gene transcription termination.
26343759	10.1016/j.jmb.2015.07.027	2015	N	PMC4624507	A Highly Coupled Network of Tertiary Interactions in the SAM-I Riboswitch and Their Role in Regulatory Tuning.
27693881	10.1016/j.ymeth.2016.09.012	2017	N		Mechanistic study of base-pairing small regulatory RNAs in bacteria.
26537437	10.1016/j.bbagrm.2015.09.011	2016	N	PMC6827331	Towards structural classification of long non-coding RNAs.
25981451	10.1016/j.jmb.2015.05.005	2015	N	PMC4464905	Minimal Hammerhead Ribozymes with Uncompromised Catalytic Activity.
25784052	10.1146/annurev-biochem-060614-034316	2015	N	PMC4526142	Mechanisms and Regulation of Alternative Pre-mRNA Splicing.
27696408	10.1111/jnc.13857	2016	N		Widespread brain transcriptome alterations underlie the neuroprotective actions of dietary saffron.
26143008	10.1016/j.biochi.2015.06.028	2015	N	PMC4643686	Cooperativity, allostery and synergism in ligand binding to riboswitches.
28755480	10.1111/febs.14184	2017	N		G3BP1 interacts directly with the FMDV IRES and negatively regulates translation.
29183994	10.1074/jbc.ra117.000284	2018	N	PMC5777253	Translation efficiency is maintained at elevated temperature in <i>Escherichia coli</i>.
26828225	10.1080/15476286.2015.1137419	2017	Y	PMC5449081	Cellular mRNA recruits the ribosome via eIF3-PABP bridge to initiate internal translation.
28807675	10.1016/j.neuropharm.2017.08.014	2017	N		Substantial protection against MPTP-associated Parkinson's neurotoxicity in vitro and in vivo by anti-cancer agent SU4312 via acti
27940043	10.1016/j.ygcen.2016.12.004	2017	N		Gonadotropin subunits of the characiform Astyanax altiparanae: Molecular characterization, spatiotemporal expression and their pos
28759300	10.1177/0022034517719415	2017	N		PAR-1 and PAR-2 Expression Is Enhanced in Inflamed Odontoblast Cells.
26370581	10.1261/rna.051367.115	2015	Y	PMC4604430	Molecular mechanism for preQ1-II riboswitch function revealed by molecular dynamics.
28705764	10.1016/j.jmb.2017.06.023	2018	N	PMC5762417	A Survey of DDX21 Activity During Rev/RRE Complex Formation.
25775053	10.1080/15476286.2015.1025190	2015	Y	PMC4615676	Local RNA flexibility perturbation of the IRES element induced by a novel ligand inhibits viral RNA translation.
26318255	10.1016/j.cyto.2015.08.263	2015	N		The role of toll-like and protease-activated receptors in the expression of cytokines by gingival fibroblasts stimulated with the 
25657011	10.1074/jbc.m114.634824	2015	N	PMC4392254	Structures of RNA complexes with the Escherichia coli RNA pyrophosphohydrolase RppH unveil the basis for specific 5'-end-dependent
25762536	10.1261/rna.048421.114	2015	Y	PMC4408799	Spliceosome assembly in the absence of stable U4/U6 RNA pairing.
26546822	10.1016/j.bbrc.2015.10.173	2015	N		K(+)-Responsive off-to-on switching of hammerhead ribozyme through dual G-quadruplex formation requiring no heating and cooling tr
27927222	10.1186/s12974-016-0766-5	2016	Y	PMC5142340	Tollip, an early regulator of the acute inflammatory response in the substantia nigra.
26370077	10.1074/jbc.m115.684134	2015	N	PMC4646327	A kissing loop is important for btuB riboswitch ligand sensing and regulatory control.
27537690	10.1159/000447776	2017	N		The Suppression of Kallistatin on High-Glucose-Induced Proliferation of Retinal Endothelial Cells in Diabetic Retinopathy.
25804738	10.1242/dev.115808	2015	Y	PMC4378246	Genome-wide characterisation of Foxa1 binding sites reveals several mechanisms for regulating neuronal differentiation in midbrain
27226636	10.1074/jbc.m116.735613	2016	N	PMC4957060	Structural and Functional Characterization of Programmed Ribosomal Frameshift Signals in West Nile Virus Strains Reveals High Stru
26209390	10.1016/j.jcv.2015.06.084	2015	N	PMC5873582	Genomic characterization of a persistent rubella virus from a case of Fuch' uveitis syndrome in a 73 year old man.
26254958	10.1016/j.anl.2015.07.003	2016	N		Role of TLRs in the production of chemical mediators in nasal polyp fibroblasts by fungi.
26498036	10.1016/j.semcdb.2015.10.024	2015	Y	PMC4683094	cncRNAs: Bi-functional RNAs with protein coding and non-coding functions.
26648392	10.3892/mmr.2015.4657	2016	N		Curcumin ameliorates dopaminergic neuronal oxidative damage via activation of the Akt/Nrf2 pathway.
27736771	10.1128/mcb.00122-16	2017	N	PMC5192087	G-Quadruplex in the NRF2 mRNA 5' Untranslated Region Regulates De Novo NRF2 Protein Translation under Oxidative Stress.
28939771	10.1074/jbc.m117.800003	2017	N	PMC5682959	Endonucleolytic cleavage in the expansion segment 7 of 25S rRNA is an early marker of low-level oxidative stress in yeast.
26598712	10.1261/rna.053280.115	2016	Y	PMC4712671	Structure and function of echinoderm telomerase RNA.
26194183	10.1038/mp.2015.90	2016	Y	PMC4960447	Elevated peripheral cytokines characterize a subgroup of people with schizophrenia displaying poor verbal fluency and reduced Broc
26402375	10.1016/j.virol.2015.08.032	2015	N		Protein expression strategies in Tobacco necrosis virus-D.
25998126	10.1074/jbc.m115.647065	2015	Y	PMC4505036	A Nascent Peptide Signal Responsive to Endogenous Levels of Polyamines Acts to Stimulate Regulatory Frameshifting on Antizyme mRNA
25604687	10.1167/iovs.14-15589	2015	N		Microarray analysis of gene expression in fibrovascular membranes excised from patients with proliferative diabetic retinopathy.
25617152	10.1186/s12974-014-0223-2	2015	Y	PMC4348118	CCAAT/enhancer binding protein β directly regulates the expression of the complement component 3 gene in neural cells: implication
26125041	10.1002/acn3.202	2015	Y	PMC4479526	Differential involvement of Ras-GRF1 and Ras-GRF2 in L-DOPA-induced dyskinesia.
25884295	10.1186/s12864-015-1501-9	2015	Y	PMC4399420	Incomplete meiotic sex chromosome inactivation in the domestic dog.
25826665	10.1080/15476286.2015.1017214	2015	N	PMC4615681	Structural determinants for alternative splicing regulation of the MAPT pre-mRNA.
30503825	10.1016/j.ymeth.2018.11.018	2019	N		Genome-wide probing RNA structure with the modified DMS-MaPseq in Arabidopsis.
31117385	10.1021/acs.biochem.8b01218	2019	N	PMC6712974	Guidelines for SHAPE Reagent Choice and Detection Strategy for RNA Structure Probing Studies.
31669269	10.1016/j.biosystems.2019.104065	2020	N		RNAdt: An online tutorial and data portal for the RNA structurome era.
29872445	10.3389/fpls.2018.00671	2018	Y	PMC5972288	New Era of Studying RNA Secondary Structure and Its Influence on Gene Regulation in Plants.
31009771	10.1016/j.ymeth.2019.04.009	2019	N		Using SHAPE-MaP to probe small molecule-RNA interactions.
30945195	10.1007/978-1-4939-9045-0_20	2019	N		In Vivo Genome-Wide RNA Structure Probing with Structure-seq.
31521910	10.1016/j.sbi.2019.07.008	2019	N	PMC6888943	Probing RNA structure in vivo.
29725122	10.1038/nprot.2018.010	2018	N	PMC6402486	In-cell RNA structure probing with SHAPE-MaP.
31337286	10.1146/annurev-virology-092917-043315	2019	N	PMC6768749	Physical and Functional Analysis of Viral RNA Genomes by SHAPE.
29893890	10.1093/nar/gky486	2018	Y	PMC6144828	RNA Framework: an all-in-one toolkit for the analysis of RNA structures and post-transcriptional modifications.
29897738	10.1021/acs.biochem.8b00316	2018	N	PMC6643267	Coupling Green Fluorescent Protein Expression with Chemical Modification to Probe Functionally Relevant Riboswitch Conformations i
30042133	10.1101/gad.316034.118	2018	Y	PMC6075143	Coordinate regulation of alternative pre-mRNA splicing events by the human RNA chaperone proteins hnRNPA1 and DDX5.
30389828	10.1261/rna.067561.118	2019	Y	PMC6298570	Carbodiimide reagents for the chemical probing of RNA structure in cells.
30413617	10.1073/pnas.1807988115	2018	Y	PMC6275526	Genome-wide RNA structurome reprogramming by acute heat shock globally regulates mRNA abundance.
30391513	10.1016/j.ymeth.2018.10.015	2019	N		Chemical probing for examining the structure of modified RNAs and ligand binding to RNA.
29294088	10.1093/nar/gkx1273	2018	Y	PMC5861449	Probing of RNA structures in a positive sense RNA virus reveals selection pressures for structural elements.
31744869	10.1073/pnas.1905491116	2019	N	PMC6900531	RNA base-pairing complexity in living cells visualized by correlated chemical probing.
30476193	10.1093/nar/gky1172	2019	Y	PMC6326810	Assaying RNA structure with LASER-Seq.
30092596	10.1159/000492512	2018	N		Large-Scale in Vitro Transcription, RNA Purification and Chemical Probing Analysis.
31606387	10.1016/j.ymeth.2019.09.020	2020	N		icSHAPE-pipe: A comprehensive toolkit for icSHAPE data analysis and evaluation.
29409859	10.1016/j.molp.2018.01.008	2018	Y	PMC5886760	Rice In Vivo RNA Structurome Reveals RNA Secondary Structure Conservation and Divergence in Plants.
29410279	10.1016/j.ymeth.2018.01.018	2018	N		StructureFold2: Bringing chemical probing data into the computational fold of RNA structural analysis.
31487286	10.1371/journal.pbio.3000393	2019	Y	PMC6748448	Single-molecule correlated chemical probing reveals large-scale structural communication in the ribosome and the mechanism of the 
29659274	10.1021/acs.jpcb.8b00575	2018	N	PMC6311105	Quantitative Understanding of SHAPE Mechanism from RNA Structure and Dynamics Analysis.
29694857	10.1016/j.bpj.2018.02.022	2018	N	PMC5937115	Synergistic SHAPE/Single-Molecule Deconvolution of RNA Conformation under Physiological Conditions.
30791935	10.1186/s13059-019-1641-3	2019	Y	PMC6385470	dStruct: identifying differentially reactive regions from RNA structurome profiling data.
29951250	10.1093/ve/vey018	2018	Y	PMC6014367	Evaluation of global HIV/SIV envelope gp120 RNA structure and evolution within and among infected hosts.
29924364	10.1093/nar/gky555	2018	Y	PMC6101554	SHAPE probing pictures Mg2+-dependent folding of small self-cleaving ribozymes.
31534036	10.1128/jvi.01288-19	2019	Y	PMC6854513	Structure of the 5' Untranslated Region of Enteroviral Genomic RNA.
30408420	10.1021/acssynbio.8b00378	2018	N		An in Vivo Binding Assay for RNA-Binding Proteins Based on Repression of a Reporter Gene.
29463606	10.1128/jb.00736-17	2018	N	PMC5952390	Functional Analyses of the RsmY and RsmZ Small Noncoding Regulatory RNAs in Pseudomonas aeruginosa.
31180502	10.1093/nar/gkz503	2019	Y	PMC6735917	Characterization of the stimulators of protein-directed ribosomal frameshifting in Theiler's murine encephalomyelitis virus.
31145972	10.1016/j.ymeth.2019.05.021	2019	N		The interplay between molecular flexibility and RNA chemical probing reactivities analyzed at the nucleotide level via an extensiv
29514911	10.1128/jvi.01544-17	2018	N	PMC5952135	A Stem-Loop Structure in <i>Potato Leafroll Virus</i> Open Reading Frame 5 (ORF5) Is Essential for Readthrough Translation of the 
31323437	10.1016/j.bbagrm.2019.07.002	2019	N		The regulation properties of RNA secondary structure in alternative splicing.
29130190	10.1007/978-1-4939-7213-5_4	2018	N	PMC5821472	PARIS: Psoralen Analysis of RNA Interactions and Structures with High Throughput and Resolution.
31350895	10.1093/nar/gkz640	2019	Y	PMC6753490	Structural and phenotypic analysis of Chikungunya virus RNA replication elements.
30941417	10.1093/nar/gkz194	2019	Y	PMC6547439	miR-122 and Ago interactions with the HCV genome alter the structure of the viral 5' terminus.
31790337	10.1152/physiolgenomics.00100.2019	2020	N		Hypertrophic cardiomyopathy <i>MYH7</i> mutation R723G alters mRNA secondary structure.
31503415	10.1002/cpmb.99	2019	N	PMC6777956	Probing In Vivo Structure of Individual mRNA 3' Isoforms Using Dimethyl Sulfate.
31239050	10.1016/bs.mie.2019.04.002	2019	N		Sensitive detection of structural features and rearrangements in long, structured RNA molecules.
30416884	10.7717/peerj.5870	2018	Y	PMC6225842	Structural and functional analysis of the roles of the HCV 5' NCR miR122-dependent long-range association and SLVI in genome trans
31561429	10.3390/ijms20194770	2019	Y	PMC6801803	Identifying Structural Domains and Conserved Regions in the Long Non-Coding RNA lncTCF7.
30137633	10.1093/nar/gky524	2018	Y	PMC6101589	A pipeline for computational design of novel RNA-like topologies.
29375504	10.3389/fmicb.2017.02634	2017	Y	PMC5767303	Probing the Structures of Viral RNA Regulatory Elements with SHAPE and Related Methodologies.
30774126	10.3791/59021	2019	N		Using In Vitro and In-cell SHAPE to Investigate Small Molecule Induced Pre-mRNA Structural Changes.
30823456	10.3390/pathogens8010028	2019	Y	PMC6471432	The 3' Untranslated Region of a Plant Viral RNA Directs Efficient Cap-Independent Translation in Plant and Mammalian Systems.
30143552	10.1261/rna.067827.118	2018	Y	PMC6239171	Challenges and approaches to predicting RNA with multiple functional structures.
30792490	10.1038/s41598-019-39213-2	2019	Y	PMC6384910	Octa-repeat domain of the mammalian prion protein mRNA forms stable A-helical hairpin structure rather than G-quadruplexes.
31808801	10.1093/gigascience/giz150	2019	Y	PMC6897289	GraphClust2: Annotation and discovery of structured RNAs with scalable and accessible integrative clustering.
31389563	10.1093/bioinformatics/btz449	2019	Y	PMC6954663	DUETT quantitatively identifies known and novel events in nascent RNA structural dynamics from chemical probing data.
30590479	10.1093/bioinformatics/bty1029	2019	Y	PMC6691327	Integration of accessibility data from structure probing into RNA-RNA interaction prediction.
29581302	10.1073/pnas.1721254115	2018	N	PMC5899468	New tRNA contacts facilitate ligand binding in a <i>Mycobacterium smegmatis</i> T box riboswitch.
29966763	10.1016/j.bbagrm.2018.06.009	2018	N		An exon three-way junction structure modulates splicing and degradation of the SUS1 yeast pre-mRNA.
29398542	10.1016/j.bmcl.2018.01.042	2018	N	PMC6258071	Facile synthesis and evaluation of a dual-functioning furoyl probe for in-cell SHAPE.
30341176	10.1261/rna.067868.118	2019	Y	PMC6298566	In vivo RNA structural probing of uracil and guanine base-pairing by 1-ethyl-3-(3-dimethylaminopropyl)carbodiimide (EDC).
30242123	10.1074/jbc.ra118.005606	2018	N	PMC6231143	Functional and structural characterization of the chikungunya virus translational recoding signals.
30290145	10.1016/j.cell.2018.09.024	2018	N	PMC6582637	SnapShot: RNA Structure Probing Technologies.
29368653	10.1186/s12977-018-0393-6	2018	Y	PMC5784592	New windows into retroviral RNA structures.
31767786	10.1261/rna.072983.119	2020	Y	PMC6961541	Interactions between SAM and the 5' UTR mRNA of the <i>sam1</i> gene regulate translation in <i>S. pombe</i>.
30122877	10.3748/wjg.v24.i30.3374	2018	Y	PMC6092582	Form confers function: Case of the 3'X region of the hepatitis C virus genome.
30227759	10.1080/21541264.2018.1523668	2019	N	PMC6602564	CDK9: a signaling hub for transcriptional control.
31129060	10.1016/j.cels.2019.04.007	2019	N		Synthetic 5' UTRs Can Either Up- or Downregulate Expression upon RNA-Binding Protein Binding.
30275275	10.1101/cshperspect.a032250	2018	N	PMC6169808	Technique Development for Probing RNA Structure In Vivo and Genome-Wide.
29317542	10.1261/rna.064469.117	2018	Y	PMC5855952	Allele-specific SHAPE-MaP assessment of the effects of somatic variation and protein binding on mRNA structure.
31945726	10.1016/j.omtn.2019.12.018	2020	Y	PMC6965531	RNA Secondary Structure Motifs of the Influenza A Virus as Targets for siRNA-Mediated RNA Interference.
31396619	10.1093/nar/gkz692	2019	Y	PMC6765105	ATP/ADP modulates gp16-pRNA conformational change in the Phi29 DNA packaging motor.
30341219	10.1073/pnas.1716689115	2018	N	PMC6233125	Pervasive tertiary structure in the dengue virus RNA genome.
30289719	10.1021/acs.jmedchem.8b01076	2018	N	PMC6557124	Discovery of a Branched Peptide That Recognizes the Rev Response Element (RRE) RNA and Blocks HIV-1 Replication.
30060205	10.1093/nar/gky668	2018	Y	PMC6212840	The OB-fold proteins of the Trypanosoma brucei editosome execute RNA-chaperone activity.
31456885	10.1093/ve/vez034	2019	Y	PMC6704317	Conserved structural RNA domains in regions coding for cleavage site motifs in hemagglutinin genes of influenza viruses.
31336384	10.1093/jmcb/mjz086	2019	Y	PMC6917512	Challenges and perspectives for structural biology of lncRNAs-the example of the Xist lncRNA A-repeats.
31504776	10.1093/nar/gkz736	2019	Y	PMC6847341	Detection of internal N7-methylguanosine (m7G) RNA modifications by mutational profiling sequencing.
29459899	10.3389/fmolb.2018.00007	2018	Y	PMC5807370	Structural Changes of RNA in Complex with Proteins in the SRP.
29265824	10.1021/acs.jpclett.7b02921	2018	Y	PMC5830694	Molecular Dynamics Simulations Reveal an Interplay between SHAPE Reagent Binding and RNA Flexibility.
31178603	10.1007/s00706-019-02390-x	2019	Y	PMC6534076	Efficient access to &lt;i&gt;N&lt;/i&gt;-trifluoroacetylated 2'-amino-2'-deoxyadenosine phosphoramidite for RNA solid-phase synthe
28917038	10.1007/978-1-4939-7258-6_6	2018	N		Specific Chemical Approaches for Studying Mammalian Ribosomes Complexed with Ligands Involved in Selenoprotein Synthesis.
31754031	10.1073/pnas.1915312116	2019	N	PMC6900512	The conserved structure of plant telomerase RNA provides the missing link for an evolutionary pathway from ciliates to humans.
30107111	10.1021/acschembio.8b00533	2018	N	PMC6874366	Structure-Activity Relationship of Flavin Analogues That Target the Flavin Mononucleotide Riboswitch.
29551268	10.1016/j.cell.2018.02.034	2018	N	PMC5866243	Pervasive Regulatory Functions of mRNA Structure Revealed by High-Resolution SHAPE Probing.
31292998	10.1002/ajh.25573	2019	N		Mutational landscape of patients with acute promyelocytic leukemia at diagnosis and relapse.
29394378	10.1093/nar/gky046	2018	Y	PMC5909464	Structural analyses of NEAT1 lncRNAs suggest long-range RNA interactions that may contribute to paraspeckle architecture.
31638408	10.1089/cmb.2019.0251	2020	N		All-Atom Knowledge-Based Potential for RNA Structure Discrimination Based on the Distance-Scaled Finite Ideal-Gas Reference State.
31686032	10.1038/s41589-019-0388-1	2019	Y	PMC6864284	De novo-designed translation-repressing riboregulators for multi-input cellular logic.
30165668	10.1093/nar/gky770	2018	Y	PMC6237763	High-affinity RNA targets of the Survival Motor Neuron protein reveal diverse preferences for sequence and structural motifs.
29693296	10.1111/gtc.12586	2018	N		Recognition of cyclic-di-GMP by a riboswitch conducts translational repression through masking the ribosome-binding site distant f
30936094	10.1128/aac.00236-19	2019	N	PMC6535548	Integron-Derived Aminoglycoside-Sensing Riboswitches Control Aminoglycoside Acetyltransferase Resistance Gene Expression.
31213125	10.1080/15476286.2019.1632777	2019	N	PMC6779377	A two-step probing method to compare lysine accessibility across macromolecular complex conformations.
30627482	10.7717/peerj.6136	2018	Y	PMC6317755	ScanFold: an approach for genome-wide discovery of local RNA structural elements-applications to Zika virus and HIV.
31006814	10.1093/nar/gkz259	2019	N	PMC6582319	Interplay of primary sequence, position and secondary RNA structure determines alternative splicing of LMNA in a pre-mature aging 
31423956	10.1017/s0033583519000064	2019	N	PMC7377909	Tracking RNA with light: selection, structure, and design of fluorescence turn-on RNA aptamers.
30518121	10.3390/genes9120604	2018	Y	PMC6315940	Multiple Sequence Alignments Enhance Boundary Definition of RNA Structures.
29483154	10.1101/gad.310896.117	2018	Y	PMC5859970	Transcription elongation rate affects nascent histone pre-mRNA folding and 3' end processing.
30994930	10.1111/nyas.14060	2019	N		RNA stabilization in hyperthermophilic archaea.
31582883	10.3906/biy-1904-59	2019	Y	PMC6713912	MicroRNA prediction based on 3D graphical representation of RNA secondary structures.
30871174	10.3390/ph12010038	2019	Y	PMC6469156	Potential of the Other Genetic Information Coded by the Viral RNA Genomes as Antiviral Target.
30668745	10.1093/nar/gkz021	2019	Y	PMC6393290	Structure-function relationship in the 'termination upstream ribosomal binding site' of the calicivirus rabbit hemorrhagic disease
29697203	10.1002/wrna.1482	2018	N		Guanidine-sensing riboswitches: How do they work and what do they regulate?
29868116	10.3389/fgene.2018.00168	2018	Y	PMC5960741	Classification of Transcription Boundary-Associated RNAs (TBARs) in Animals and Plants.
29985608	10.1021/acs.jpcb.8b04249	2018	N	PMC6345277	Predicting Cotranscriptional Folding Kinetics For Riboswitch.
29929424	10.1080/15476286.2018.1486661	2018	Y	PMC6161677	The bifurcated stem loop 4 (SL4) is crucial for efficient packaging of mouse mammary tumor virus (MMTV) genomic RNA.
31867934	10.24425/pjvs.2019.129979	2019	N		Phylogenetic and secondary RNA structure analysis of monogenean gill ectoparasites(Dactylogyrus spp.) parasitizing certain freshwa
30853244	10.1016/j.tibs.2019.01.012	2019	N		Mapping In Vivo RNA Structures and Interactions.
31703109	10.1371/journal.pone.0225029	2019	Y	PMC6839894	Synthesis, purification and crystallization of a putative critical bulge of HAR1 RNA.
30350579	10.1021/acs.biochem.8b00904	2019	N		Deciphering the Enigmatic Biological Functions of RNA Guanine-Quadruplex Motifs in Human Cells.
30385321	10.1016/j.ymeth.2018.10.019	2019	N		RNA modifications in structure prediction - Status quo and future challenges.
31025514	10.1002/wrna.1541	2019	N	PMC7169810	Advances that facilitate the study of large RNA structure and dynamics by nuclear magnetic resonance spectroscopy.
29361131	10.1093/nar/gky012	2018	Y	PMC6283419	Structural divergence creates new functional features in alphavirus genomes.
30895961	10.1134/s0026898419010178	2019	N		[An RNA Scoring Function for Tertiary Structure Prediction Based on Multi-layer Neural Networks].
29354113	10.3389/fmicb.2017.02629	2017	Y	PMC5759354	Insights into Structural and Mechanistic Features of Viral IRES Elements.
31187576	10.1002/anie.201905203	2019	N		Bundling mRNA Strands to Prepare Nano-Assemblies with Enhanced Stability Towards RNase for In Vivo Delivery.
29651275	10.3389/fmicb.2018.00559	2018	Y	PMC5884886	Structural and Functional Motifs in Influenza Virus RNAs.
30700578	10.1261/rna.068940.118	2019	Y	PMC6426290	Expanded CUG repeats in <i>DMPK</i> transcripts adopt diverse hairpin conformations without influencing the structure of the flank
30197605	10.3389/fphys.2018.01201	2018	Y	PMC6117379	Long Non-coding RNA Structure and Function: Is There a Link?
29448945	10.1186/s12864-018-4497-0	2018	Y	PMC5815192	RNA secondary structure profiling in zebrafish reveals unique regulatory features.
29495968	10.1186/s13059-018-1399-z	2018	Y	PMC5833111	PATTERNA: transcriptome-wide search for functional RNA elements via structural data signatures.
29670583	10.3389/fmicb.2018.00529	2018	Y	PMC5893793	Intragenomic Long-Distance RNA-RNA Interactions in Plus-Strand RNA Plant Viruses.
29914113	10.3390/genes9060302	2018	Y	PMC6027157	Towards Long-Range RNA Structure Prediction in Eukaryotic Genes.
31028927	10.1016/j.ymeth.2019.04.012	2019	N		Shedding light on the dark matter of the biomolecular structural universe: Progress in RNA 3D structure prediction.
29904019	10.3390/genes9060300	2018	Y	PMC6027059	Automated Recognition of RNA Structure Motifs by Their SHAPE Data Signatures.
31777997	10.1002/rmv.2092	2020	N		Structure and function of cis-acting RNA elements of flavivirus.
30893050	10.1515/hsz-2018-0447	2019	N		Benefits of stable isotope labeling in RNA analysis.
30459069	10.1016/j.tibs.2018.09.012	2019	N		Revealing lncRNA Structures and Interactions by Sequencing-Based Approaches.
30071678	10.3390/genes9080392	2018	Y	PMC6116022	RNA Structure Elements Conserved between Mouse and 59 Other Vertebrates.
30304782	10.3390/molecules23102572	2018	Y	PMC6222775	2'-<i>O</i>-Methyl-8-methylguanosine as a Z-Form RNA Stabilizer for Structural and Functional Study of Z-RNA.
31172257	10.1007/s00285-019-01379-8	2019	N		The block spectrum of RNA pseudoknot structures.
30487301	10.1098/rsob.180155	2018	Y	PMC6282068	Deconstructing internal ribosome entry site elements: an update of structural motifs and functional divergences.
31416187	10.3390/v11080751	2019	Y	PMC6723669	<i>Trans</i>-Acting RNA-RNA Interactions in Segmented RNA Viruses.
31239047	10.1016/bs.mie.2019.05.031	2019	N	PMC7324067	Monitoring co-transcriptional folding of riboswitches through helicase unwinding.
